CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
228,Female,36,109,63
229,Male,36,113,8
230,Female,25,113,91
231,Female,28,115,69
232,Female,36,115,28
233,Female,38,115,88
234,Male,38,115,27
235,Male,26,118,7
236,Female,26,118,103
237,Male,40,118,17
238,Female,35,118,92
239,Female,57,120,12
240,Male,31,120,16
241,Male,38,126,71
242,Male,40,126,5
243,Female,32,126,20
244,Female,38,126,16
245,Male,30,126,88
246,Female,35,126,39
247,Male,35,126,97
248,Male,52,126,42
249,Female,27,126,68
250,Female,31,126,65
251,Male,42,126,61
252,Male,30,126,31
253,Female,36,126,85
254,Female,54,126,26
255,Female,58,126,75
256,Male,19,126,5
257,Female,47,126,56
258,Male,35,126,15
259,Male,37,126,46
260,Male,32,126,85
261,Female,35,126,15
262,Female,50,126,26
263,Male,47,126,41
264,Female,51,126,39
265,Male,47,126,28
266,Male,21,126,78
267,Female,66,126,5
268,Male,54,126,42
269,Male,51,126,52
270,Male,55,126,41
271,Male,19,126,75
272,Female,50,126,5
273,Female,48,126,59
274,Female,48,126,41
275,Male,36,126,95
276,Male,33,126,32
277,Female,43,126,92
278,Male,61,126,5
279,Female,54,126,14
280,Male,33,126,90
281,Female,19,126,5
282,Male,70,126,4
283,Female,29,126,88
284,Male,47,126,13
285,Female,42,126,17
286,Female,32,126,85
287,Female,45,126,26
288,Female,49,126,28
289,Male,35,126,48
290,Male,28,126,41
291,Male,39,126,42
292,Female,36,126,56
293,Female,28,126,55
294,Female,36,126,41
295,Male,52,126,31
296,Male,19,126,5
297,Female,36,126,85
298,Female,48,126,36
299,Female,34,126,81
300,Male,36,126,13
301,Male,22,126,55
302,Female,33,126,81
303,Female,21,126,87
304,Male,30,126,73
305,Male,32,126,73
306,Male,35,126,60
307,Female,34,126,60
308,Female,43,126,53
309,Female,32,126,52
310,Female,59,126,42
311,Male,34,126,42
312,Male,49,126,51
313,Male,33,126,5
314,Male,24,126,73
315,Female,51,126,5
316,Male,35,126,79
317,Male,31,126,28
318,Female,32,126,74
319,Male,29,126,14
320,Male,23,126,82
321,Female,36,126,5
322,Female,36,126,91
323,Male,33,126,5
324,Female,28,126,87
325,Female,23,126,69
326,Female,27,126,55
327,Female,24,126,78
328,Male,37,126,5
329,Male,32,126,74
330,Female,58,126,20
331,Male,37,126,75
332,Male,34,126,17
333,Female,46,126,88
334,Female,32,126,18
335,Male,30,126,86
336,Female,32,126,15
337,Female,57,126,69
338,Male,47,126,32
339,Female,34,126,35
340,Female,45,126,1
341,Female,50,126,23
342,Female,36,126,73
343,Male,32,126,73
344,Female,28,126,91
345,Female,32,126,79
346,Female,38,126,87
347,Male,35,126,63
348,Female,25,126,60
349,Female,35,126,71
350,Female,29,126,95
351,Male,40,126,75
352,Female,23,126,24
353,Male,27,126,92
354,Female,20,126,6
355,Male,18,126,5
356,Male,35,126,23
357,Female,57,126,58
358,Female,32,126,18
359,Male,28,126,78
360,Female,32,126,20
361,Female,33,126,95
362,Female,38,126,32
363,Male,47,126,28
364,Male,35,126,48
365,Male,23,126,22
366,Male,21,126,66
367,Male,41,126,20
368,Female,49,126,77
369,Male,33,126,86
370,Female,47,126,95
371,Male,46,126,5
372,Male,43,126,87
373,Female,25,126,20
374,Female,27,126,77
375,Female,57,126,95
376,Male,49,126,20
377,Male,38,126,55
378,Female,46,126,18
379,Female,25,126,83
380,Female,47,126,5
381,Female,45,126,75
382,Male,32,126,5
383,Female,40,126,69
384,Female,38,126,14
385,Female,35,126,99
386,Female,33,126,1
387,Male,41,126,69
388,Female,36,126,28
389,Female,39,126,78
390,Female,23,126,17
391,Male,48,126,85
392,Male,40,126,69
393,Male,23,126,8
394,Male,49,126,91
395,Male,48,126,16
396,Male,42,126,93
397,Male,52,126,8
398,Female,32,126,86
399,Female,29,126,69
400,Male,36,126,28
401,Female,20,126,88
402,Male,46,126,15
403,Female,40,126,80
404,Female,29,126,5
405,Female,27,126,88
406,Female,52,126,17
407,Male,27,126,85
408,Female,31,126,18
409,Male,39,126,88
410,Female,32,126,15
411,Female,36,126,92
412,Female,29,126,1
413,Male,38,126,97
414,Female,37,126,32
415,Male,43,126,90
416,Male,36,126,31
417,Female,32,126,88
418,Male,24,126,23
419,Female,48,126,69
420,Female,38,126,17
421,Male,31,126,95
422,Female,24,126,24
423,Female,27,126,69
424,Female,41,126,42
425,Male,47,126,76
426,Female,29,126,35
427,Male,28,126,80
428,Male,30,126,32
429,Female,38,126,86
430,Female,23,126,13
431,Female,47,126,81
432,Male,39,126,5
433,Female,31,126,87
434,Female,49,126,63
435,Female,40,126,48
436,Female,22,126,60
437,Male,40,126,16
438,Male,49,126,51
439,Male,32,126,5
440,Male,35,126,93
441,Female,39,126,5
442,Female,25,126,91
443,Female,33,126,8
444,Female,28,126,74
445,Female,32,126,90
446,Female,49,126,14
447,Female,57,126,83
448,Male,42,126,17
449,Male,42,126,81
450,Female,28,126,46
451,Male,32,126,87
452,Female,36,126,13
453,Female,39,126,75
454,Female,31,126,14
455,Male,35,126,75
456,Male,32,126,10
457,Female,21,126,92
458,Male,29,126,42
459,Female,44,126,8
460,Female,26,126,91
461,Female,29,126,16
462,Female,25,126,79
463,Female,45,126,28
464,Male,43,126,58
465,Male,34,126,15
466,Male,21,126,89
467,Female,26,126,39
468,Male,47,126,90
469,Male,52,126,26
470,Female,28,126,88
471,Male,31,126,25
472,Female,38,126,92
473,Female,26,126,15
474,Male,39,126,69
475,Male,39,126,5
476,Female,40,126,88
477,Female,38,126,27
478,Female,41,126,69
479,Male,29,126,13
480,Male,31,126,92
481,Female,29,126,14
482,Female,31,126,81
483,Female,36,126,93
484,Female,20,126,4
485,Male,29,126,82
486,Male,32,126,17
487,Female,44,126,81
488,Female,36,126,26
489,Female,32,126,95
490,Male,29,126,28
491,Male,42,126,58
492,Male,36,126,15
493,Female,32,126,88
494,Female,41,126,39
495,Male,43,126,93
496,Male,32,126,8
497,Male,36,126,97
498,Male,31,126,20
499,Female,40,126,75
500,Female,29,126,28
501,Male,32,126,74
502,Female,35,126,18
503,Female,29,126,83
504,Male,28,126,69
505,Male,32,126,88
506,Male,38,126,20
507,Male,34,126,76
508,Male,31,126,77
509,Female,33,126,50
510,Male,36,126,40
511,Female,33,126,95
512,Male,19,126,5
513,Female,43,126,90
514,Male,30,126,82
515,Female,40,126,86
516,Male,30,126,15
517,Male,35,126,69
518,Male,40,126,6
519,Female,19,126,3
520,Male,27,126,88
521,Male,22,126,22
522,Male,34,126,87
523,Male,35,126,13
524,Male,25,126,69
525,Female,22,126,88
526,Female,35,126,7
527,Female,47,126,97
528,Male,20,126,16
529,Female,26,126,89
530,Female,43,126,14
531,Male,25,126,90
532,Male,32,126,17
533,Female,19,126,88
534,Female,35,126,26
535,Male,58,126,78
536,Female,35,126,1
537,Female,30,126,78
538,Female,36,126,1
539,Female,59,126,71
540,Female,47,126,9
541,Male,54,126,88
542,Male,21,126,17
543,Female,57,126,75
544,Female,45,126,18
545,Female,27,126,88
546,Male,50,126,36
547,Female,68,126,35
548,Male,18,126,36
549,Male,19,126,88
550,Female,67,126,16
551,Male,50,126,5
552,Male,68,126,14
553,Female,18,126,83
554,Male,18,126,13
555,Female,70,126,8
556,Female,19,126,78
557,Female,50,126,13
558,Male,49,126,83
559,Female,21,126,17
560,Male,35,126,87
561,Male,57,126,26
562,Male,31,126,73
563,Female,51,126,9
564,Female,69,126,91
565,Female,59,126,13
566,Female,35,126,92
567,Male,29,126,63
568,Female,25,126,8
569,Male,26,126,78
570,Male,46,126,15
571,Female,26,126,75
572,Male,25,126,5
573,Male,20,126,87
574,Male,39,126,20
575,Male,38,126,95
576,Male,39,126,18
577,Male,38,126,88
578,Female,45,126,13
579,Female,40,126,75
580,Male,37,126,10
581,Female,36,126,92
582,Female,34,126,20
583,Female,36,126,97
584,Female,32,126,17
585,Female,36,126,79
586,Male,34,126,23
587,Female,34,126,69
588,Male,34,126,14
589,Male,36,126,90
590,Male,32,126,17
591,Female,22,126,88
592,Male,39,126,36
593,Female,28,126,84
594,Male,41,126,18
595,Male,52,126,86
596,Female,45,126,20
597,Female,32,126,87
598,Female,45,126,27
599,Female,24,126,69
600,Male,31,126,28
601,Female,19,126,88
602,Female,24,126,17
603,Female,27,126,75
604,Female,25,126,8
605,Male,26,126,94
606,Male,26,126,16
607,Female,22,126,88
608,Male,37,126,13
609,Male,44,126,75
610,Female,47,126,10
611,Male,49,126,92
612,Female,27,126,8
613,Male,37,126,86
614,Male,36,126,15
615,Female,52,126,79
616,Male,35,126,17
617,Female,42,126,88
618,Male,40,126,13
619,Male,27,126,73
620,Male,34,126,5
621,Male,26,126,78
622,Female,20,126,20
623,Female,51,126,99
624,Female,26,126,16
625,Male,42,126,77
626,Female,40,126,15
627,Female,37,126,87
628,Female,42,126,13
629,Female,32,126,75
630,Female,30,126,7
631,Male,60,126,87
632,Male,19,126,13
633,Female,22,126,88
634,Female,32,126,18
635,Male,35,126,89
636,Female,25,126,13
637,Female,32,126,97
638,Female,57,126,42
639,Female,41,126,65
640,Female,34,126,17
641,Female,48,126,88
642,Female,55,126,20
643,Female,47,126,95
644,Male,51,126,29
645,Female,68,126,63
646,Female,19,126,14
647,Female,24,126,90
648,Female,54,126,11
649,Male,48,126,88
650,Female,42,126,17
651,Female,45,126,70
652,Female,28,126,73
653,Male,25,126,5
654,Female,35,126,85
655,Female,29,126,26
656,Female,36,126,87
657,Female,30,126,13
658,Female,31,126,75
659,Female,45,126,9
660,Female,19,126,81
661,Female,20,126,16
662,Female,33,126,76
663,Male,40,126,6
664,Female,35,126,80
665,Male,24,126,12
666,Female,25,126,82
667,Female,48,126,17
668,Female,22,126,87
669,Female,26,126,15
670,Female,47,126,69
671,Male,22,126,12
672,Female,32,126,86
673,Female,40,126,15
674,Male,25,126,87
675,Female,28,126,69
676,Male,24,126,88
677,Female,21,126,13
678,Female,48,126,75
679,Male,37,126,10
680,Female,36,126,92
681,Female,34,126,17
682,Male,40,126,88
683,Female,32,126,15
684,Female,29,126,77
685,Male,35,126,14
686,Female,23,126,80
687,Female,29,126,13
688,Female,32,126,81
689,Female,35,126,93
690,Male,32,126,8
691,Male,28,126,75
692,Female,24,126,4
693,Male,36,126,92
694,Male,34,126,16
695,Male,19,126,88
696,Female,27,126,69
697,Male,37,126,4
698,Female,19,126,83
699,Female,34,126,17
700,Male,37,126,85
701,Female,32,126,18
702,Female,19,126,94
703,Female,35,126,13
704,Female,25,126,72
705,Male,32,126,23
706,Male,45,126,69
707,Female,50,126,1
708,Male,27,126,77
709,Male,31,126,35
710,Female,43,126,95
711,Male,44,126,11
712,Male,19,126,88
713,Male,24,126,17
714,Female,25,126,92
715,Male,43,126,18
716,Female,44,126,74
717,Male,42,126,17
718,Female,47,126,88
719,Female,24,126,16
720,Female,27,126,76
721,Female,27,126,17
722,Male,34,126,82
723,Male,21,126,16
724,Male,58,126,69
725,Female,27,126,15
726,Male,44,126,92
727,Female,27,126,13
728,Female,28,126,75
729,Female,19,126,17
730,Male,28,126,88
731,Male,24,126,15
732,Female,24,126,90
733,Female,25,126,19
734,Female,24,126,87
735,Male,21,126,13
736,Female,25,126,76
737,Female,28,126,19
738,Female,48,126,78
739,Male,23,126,17
740,Female,29,126,88
741,Female,40,126,26
742,Female,28,126,94
743,Male,32,126,16
744,Female,28,126,77
745,Female,47,126,10
746,Male,20,126,88
747,Male,26,126,15
748,Male,21,126,87
749,Male,34,126,17
750,Male,68,126,75
751,Male,67,126,10
752,Male,46,126,83
753,Female,21,126,16
754,Male,39,126,69
755,Female,47,126,7
756,Male,48,126,92
757,Female,48,126,8
758,Male,42,126,88
759,Male,52,126,13
760,Female,30,126,79
761,Male,38,126,15
762,Female,41,126,80
763,Male,19,126,4
764,Female,36,126,92
765,Female,36,126,14
766,Male,42,126,76
767,Female,51,126,13
768,Male,31,126,78
769,Female,23,126,17
770,Female,47,126,73
771,Male,49,126,12
772,Female,22,126,89
773,Female,51,126,14
774,Male,23,126,81
775,Male,23,126,16
776,Male,57,126,73
777,Male,32,126,5
778,Male,33,126,87
779,Female,58,126,20
780,Male,49,126,88
781,Female,36,126,26
782,Male,40,126,97
783,Female,20,126,17
784,Female,25,126,79
785,Female,40,126,9
786,Male,57,126,78
787,Female,38,126,1
788,Male,47,126,87
789,Female,32,126,15
790,Male,28,126,82
791,Male,31,126,15
792,Female,29,126,80
793,Male,39,126,8
794,Female,34,126,83
795,Male,34,126,20
796,Male,43,126,73
797,Male,28,126,11
798,Female,34,126,85
799,Female,30,126,13
800,Female,24,126,79
801,Female,29,126,9
802,Male,37,126,77
803,Male,33,126,12
804,Male,29,126,86
805,Female,31,126,13
806,Male,36,126,74
807,Female,20,126,17
808,Female,35,126,77
809,Female,31,126,14
810,Female,45,126,86
811,Female,34,126,17
812,Male,17,126,88
813,Male,47,126,13
814,Male,22,126,83
815,Female,47,126,18
816,Male,35,126,72
817,Female,22,126,10
818,Male,29,126,87
819,Male,38,126,15
820,Female,31,126,83
821,Female,29,126,14
822,Female,32,126,77
823,Female,35,126,1
824,Female,28,126,89
825,Female,27,126,16
826,Male,29,126,88
827,Female,27,126,14
828,Male,46,126,85
829,Male,55,126,17
830,Male,28,126,88
831,Male,30,126,11
832,Female,26,126,86
833,Male,29,126,15
834,Female,50,126,75
835,Female,24,126,10
836,Male,39,126,92
837,Female,34,126,17
838,Female,37,126,82
839,Female,34,126,15
840,Male,26,126,88
841,Female,41,126,13
842,Female,34,126,80
843,Male,36,126,17
844,Female,32,126,86
845,Male,46,126,20
846,Male,29,126,75
847,Male,25,126,5
848,Male,26,126,88
849,Female,34,126,17
850,Male,36,126,97
851,Female,22,126,16
852,Female,29,126,76
853,Male,35,126,13
854,Male,36,126,78
855,Male,23,126,4
856,Male,27,126,93
857,Female,32,126,14
858,Male,33,126,81
859,Male,27,126,11
860,Male,22,126,85
861,Male,25,126,26
862,Male,25,126,91
863,Female,23,126,15
864,Male,33,126,77
865,Female,38,126,1
866,Male,20,126,86
867,Female,47,126,7
868,Female,48,126,92
869,Female,23,126,8
870,Female,40,126,88
871,Male,26,126,13
872,Male,27,126,73
873,Female,28,126,12
874,Male,39,126,89
875,Male,28,126,15
876,Female,30,126,77
877,Female,39,126,12
878,Male,28,126,88
879,Male,32,126,17
880,Male,38,126,75
881,Female,34,126,20
882,Female,29,126,97
883,Male,26,126,15
884,Male,29,126,88
885,Male,25,126,10
886,Female,40,126,92
887,Female,20,126,17
888,Male,48,126,88
889,Male,42,126,14
890,Female,27,126,75
891,Male,48,126,7
892,Female,36,126,90
893,Female,36,126,11
894,Female,30,126,86
895,Female,23,126,16
896,Male,22,126,75
897,Female,23,126,5
898,Female,33,126,91
899,Female,20,126,17
900,Male,26,126,88
901,Male,27,126,16
902,Female,32,126,76
903,Male,29,126,17
904,Male,27,126,79
905,Male,27,126,13
906,Male,30,126,83
907,Male,31,126,13
908,Male,32,126,77
909,Male,32,126,1
910,Male,30,126,89
911,Female,35,126,15
912,Female,28,126,79
913,Male,36,126,9
914,Female,24,126,88
915,Male,40,126,15
916,Female,29,126,80
917,Male,29,126,14
918,Male,38,126,86
919,Female,25,126,15
920,Male,26,126,75
921,Female,40,126,13
922,Male,33,126,80
923,Male,30,126,15
924,Male,25,126,86
925,Male,28,126,79
926,Male,24,126,7
927,Male,38,126,92
928,Female,40,126,14
929,Male,23,126,76
930,Male,19,126,9
931,Female,32,126,86
932,Male,24,126,15
933,Male,29,126,75
934,Female,26,126,8
935,Male,27,126,93
936,Male,42,126,17
937,Female,25,126,79
938,Male,35,126,13
939,Female,27,126,87
940,Female,19,126,16
941,Female,25,126,89
942,Female,20,126,15
943,Female,30,126,73
944,Female,42,126,17
945,Female,35,126,88
946,Female,25,126,10
947,Male,28,126,87
948,Female,48,126,16
949,Female,38,126,72
950,Male,35,126,17
951,Male,44,126,86
952,Female,33,126,14
953,Female,24,126,90
954,Male,19,126,11
955,Female,42,126,82
956,Male,35,126,15
957,Female,41,126,79
958,Female,25,126,5
959,Male,27,126,91
960,Female,29,126,14
961,Female,27,126,77
962,Male,20,126,12
963,Male,32,126,90
964,Female,19,126,5
965,Male,35,126,88
966,Female,22,126,14
967,Female,46,126,72
968,Female,41,126,17
969,Male,37,126,85
970,Male,34,126,17
971,Male,47,126,77
972,Male,26,126,4
973,Male,33,126,89
974,Male,25,126,13
975,Female,32,126,76
976,Female,19,126,14
977,Male,24,126,75
978,Male,39,126,10
979,Male,35,126,86
980,Male,20,126,15
981,Male,27,126,88
982,Female,27,126,14
983,Female,33,126,76
984,Female,30,126,9
985,Male,23,126,81
986,Female,18,126,16
987,Female,32,126,78
988,Female,28,126,1
989,Female,29,126,89
990,Female,20,126,17
991,Female,28,126,79
992,Male,37,126,8
993,Female,25,126,86
994,Male,35,126,12
995,Female,24,126,92
996,Male,33,126,14
997,Female,25,126,77
998,Female,24,126,10
999,Male,38,126,86
1000,Female,47,126,15
